name,twitterId,tweetId,tweet
business,34713362,1879733785840771252,"After launching the biggest boom in renewable power in history, China is now paying-up to make sure all that clean energy can get to homes and businesses https://t.co/NMuIR2XcfI"
BusinessInsider,20562637,1879744718738788573,China has been stockpiling a key US crop before Trump takes office https://t.co/UGtRuWJ3Hi
BusinessInsider,20562637,1879739366345449830,Meet Donald Trump's 10 grandchildren https://t.co/UtawkrDFa3
BusinessInsider,20562637,1879722030204907684,"Judge denies Alexander brothers bail, criticizes attorney claim that a woman isn't incapacitated if she can stand up https://t.co/XcM6HbVKe6"
BusinessInsider,20562637,1879715151089209600,"Biden warns of a 'tech industrial complex' and says America must lead the way on AI, not China, in farewell address https://t.co/7Yw9y0QQCd"
BusinessInsider,20562637,1879703165940932634,Activist short-seller behind Hindenburg Research will disband firm https://t.co/fa7m5lQGcj
BusinessInsider,20562637,1879690249556607235,"If you want to land a job this year, get good with AI https://t.co/OaKLJ3nSYc"
BusinessInsider,20562637,1879679264787726403,Cold War lessons could be key for special operations forces as the US military focuses on China and Russia https://t.co/cvx7vJmHJ9
BusinessInsider,20562637,1879670909448884499,Trump's Pentagon pick walked back his outspoken opposition to women in combat https://t.co/40asMuPZj3
BusinessInsider,20562637,1879662068581748800,"House chair on China sounds off on TikTok rival RedNote, which has climbed to the top of the app charts https://t.co/OPTgsi21Pz"
BusinessInsider,20562637,1879655658410180775,Trump pushing DOGE co-head Vivek Ramaswamy to fill JD Vance's Senate seat https://t.co/79lZt89oKF
Carl_C_Icahn,1534167900,1825566532652437641,"In response to media inquiries, Carl C. Icahn released the following statements with respect to today’s announcement by the SEC regarding settlements reached with Icahn Enterprises L.P. (IEP) and Mr. Icahn –

Jonathan Streeter, outside counsel to IEP at Dechert LLP stated: “More… https://t.co/yvQ9XGo8hK"
Carl_C_Icahn,1534167900,1736748761735397878,We have been asked many questions about recent events at Illumina. Read our letter to $ILMN shareholders (including other important information) here: https://t.co/sDB1MaG7ve
Carl_C_Icahn,1534167900,1699792261356429525,"I spoke to Illumina’s new CEO, Jacob Thaysen. I think he will do an excellent job and he has my full support."
Carl_C_Icahn,1534167900,1667915339697471496,"I am happy to see all of the recent events occurring at Illumina. While obviously I believe the change of CEO should have come meaningfully sooner, it is still a very positive occurrence. The new additions to the board, the CEO transition, as well as the change of the Chairman,… https://t.co/dPDWIFQUat"
Carl_C_Icahn,1534167900,1661815959147913230,"Thank you to all of the Illumina shareholders that voted for me. I look forward to serving on behalf of all shareholders and stakeholders. I am happy to say that activism is alive and well at Icahn. - Andrew Teno, Icahn Capital"
Carl_C_Icahn,1534167900,1659631005118939151,Read our open letter to $ILMN shareholders (including other important information) here: https://t.co/DXBbjoPZyf
Carl_C_Icahn,1534167900,1658189007069536272,Read our open letter to $ILMN shareholders (including other important information) here: https://t.co/Zazj4F57GV
Carl_C_Icahn,1534167900,1656674693666193414,Read our open letter to $ILMN shareholders (including other important information) here: https://t.co/yejCPbi1tI
Carl_C_Icahn,1534167900,1655603309498060800,Read our open letter to $ILMN shareholders (including other important information) here: https://t.co/fmyMRNJ4F9
Carl_C_Icahn,1534167900,1654094089007054854,Read our open letter to $ILMN shareholders (including other important information) here: https://t.co/Sw6iljqQis
CasinoCapital,1076041527523229696,1879655513107141072,@StockTalk416 Challenge accepted
CasinoCapital,1076041527523229696,1879632105359253578,"On day 1, I did 100 in one go with no weight, and my body practically seized up for the next couple days 🤣

I'm on day 9 now, and just did 15kg 100x ... legs feels like they're getting used to it 👊🏻"
CasinoCapital,1076041527523229696,1879632096752460270,"I'm ~215lbs, so sounds pretty damned heavy to me to do 100, but at worst it'll force me to exercise every day 🏋️"
CasinoCapital,1076041527523229696,1879632089324351843,"Not convinced it's doable, but I read a tweet a while back about various (ridiculous) fitness standards a guy should be capable of, and this was one of them...it stuck in my head, so gonna give it a shot."
CasinoCapital,1076041527523229696,1879632084551208991,"New fitness challenge

100 squats a day for 100 days 🏋️ 

End goal to be able to squat my own body weight on the bar 100x in one go

💯"
CasinoCapital,1076041527523229696,1879603240368844804,"@philoinvestor Nice going!

If that's what works for you, great stuff, keep it up. No coffee though... 😱"
CasinoCapital,1076041527523229696,1879117647427838095,@agnostoxxx https://t.co/Kmq0QCMZrz
CasinoCapital,1076041527523229696,1878944646430441534,@Aleex_Amoros Build another 5. Then another 5. Someone will eventually build for a price that sells.
CasinoCapital,1076041527523229696,1878934329667326259,"Always seems strange how governments try to stop capital coming into the property market. 

 - ""There's not enough houses, how can we build more?""

 - ""How about we discourage new money coming in that could finance more construction?"" https://t.co/ruI7WC7r15"
CasinoCapital,1076041527523229696,1878725040822510043,"RT @LondonAirTravel: It was 50 years ago today, on 12 January 1975, British Airways introduced its turn-up-and-go “Shuttle” service from Lo…"
Chariot_Invest,1332476419964887040,1876440172986040455,"@marc_slans Answer is complex. $RTX has significant comm aero exposure so won't react the same, but it has a great defense portfolio

$NOC best overall defense position but execution has been a lil subpar, need to have a long holding period

$LMT and $LHX tied for next place

Don't buy $GD"
Chariot_Invest,1332476419964887040,1867224029280546819,"@DannyOcean555 I read his 2025 Outlook this morning. He is epitomizing ""price determines sentiment"""
Chariot_Invest,1332476419964887040,1867213621127946461,"@DamasceneMoment Crazy to me that, with so much money on the line and so many resources available, an IB/HF/whatever would just default to lazy pipeline generation. But that's the way of the world i guess."
Chariot_Invest,1332476419964887040,1866972143432384778,"Nothing to do with COVID, the Finance/consulting pipeline has become too codified now. Everyone knows how to look good on paper/network to get these jobs. 

Go outside the box and find non-traditional candidates to get real performers. I love scrappy kids from no-name schools https://t.co/HabsZk9ARN"
Chariot_Invest,1332476419964887040,1866224090115186870,@SixSigmaCapital The insanity never ends!
Chariot_Invest,1332476419964887040,1865039003994460388,"While they sort of logically make sense, my back-of-the-envelope math shows these heuristics have broken down over the last several years as multiple expansion has far surpassed earnings growth in a lot of sectors"
Chariot_Invest,1332476419964887040,1865039001939325175,"Has anyone ever seen any research that backs up the claims that 

1 ) long term stock returns gravitate towards long-term underlying returns on capital

2) long term stock returns gravitate towards the sum of initial FCF yield + FCF/sh growth?"
Chariot_Invest,1332476419964887040,1864788324415627614,"@kevg1412 Sounds suspiciously like the Bridgewater ""radical honesty"" crap that just makes everyone mean and sociopathic."
Chariot_Invest,1332476419964887040,1864415468418687099,"@0xHorseman Looking past the DOGE stuff (which won't be effectual even though it will generate doom and gloom headlines), this will end up causing lumpy book-to-bill #'s for the contractors but they will emerge unscathed 4 years from now with decent topline growth and good EPS growth"
Chariot_Invest,1332476419964887040,1864414937545588924,"@0xHorseman Last Trump administration, he left hundreds of appointee slots empty, which ended up leading to sole-source extensions/bridges on contracts to incumbents because there were not enough procurement officials to go through full recompete procedures. This time will be the same"
charliebilello,1413027896,1879733848822403087,"Over a third of the S&amp;P 500 is now concentrated in the ""Magnificent Seven"" stocks, up from a fifth of the index two years ago.

Video: https://t.co/CRei7RqnLO https://t.co/0444MaVuXl https://t.co/P69ATuGRHv"
charliebilello,1413027896,1879733287813587054,"RT @charliebilello: Price Increases over last 4 years...
CPI Medical Care: +9.5%
CPI Apparel: +12.0%
CPI New Cars: +19.0%
CPI Used Cars: +1…"
charliebilello,1413027896,1879632149932023891,"The Fed keeps saying it wants to get the inflation rate back to 2%, but that shouldn't be the end goal. Monetary policy should remain tight until the 11% additional inflation we've had since January 2020 above the 2% trendline is erased.

https://t.co/l5IYmkf6Ih https://t.co/vrX9ppv1Mn"
charliebilello,1413027896,1879624089041842334,"Global Inflation Rates...

https://t.co/rQuXrxVXM0 https://t.co/unbguG7TPr"
charliebilello,1413027896,1879577568569172204,"The average price of a dozen eggs in the US has moved from $2.51 up to $4.15 over the last year, a 65% increase.

https://t.co/l5IYmkf6Ih https://t.co/na423UdO5U"
charliebilello,1413027896,1879569858461130862,"RT @charliebilello: When Javier Milei took office as the new President of Argentina in December 2023, their monthly inflation rate was 25.5…"
charliebilello,1413027896,1879530601235247263,"US Core CPI has been above 3% for 44 straight month, the longest period of elevated inflation in the US since the early 1990s.

https://t.co/l5IYmkf6Ih https://t.co/bh9grfvyOr"
charliebilello,1413027896,1879527315073310926,"Price Increases over last 4 years...
CPI Medical Care: +9.5%
CPI Apparel: +12.0%
CPI New Cars: +19.0%
CPI Used Cars: +19.6%
CPI Food at home: +22.7%
CPI Shelter: +24.4%
CPI Food away from home: +25.1%
CPI Electricity: +28.2%
CPI Gas Utilities: +31.6%
US Home Prices: +38.3%
CPI… https://t.co/Add8tbAvwe"
charliebilello,1413027896,1879524789389516928,"Overall US CPI moved up to 2.89% in December, the highest rate since last July.

US Core CPI (ex-Food/Energy) came in at 3.25%, the 44th consecutive month above 3%.

https://t.co/l5IYmkf6Ih https://t.co/MdMyi28376"
CNBC,20402945,1879751706088480769,"Here are 3 reasons you can’t stop comparing yourself financially to others, says bestselling author https://t.co/fb65jRxm2q"
CNBC,20402945,1879747967512436820,Google Bard asked Bill Nye how AI can help avoid the end of the world. Here's what 'The Science Guy' said https://t.co/n5hYr0QTdo
CNBC,20402945,1879744163320639528,How U.S. soybeans influence global economics https://t.co/6PssvhStIS
CNBC,20402945,1879740408437113073,A UNESCO World Heritage site with thousands of people living inside it https://t.co/49WKUAJ7XU
CNBC,20402945,1879736609383354546,100-year-old explains how he still has $1 million saved: 'I always lived within my means. I'm not a gambler.' https://t.co/iKS2hAlNHv
CNBC,20402945,1879732880433164517,U.S. government wants to move conversation around UFOs from speculation to science https://t.co/0UZ2DbJA41
CNBC,20402945,1879729061804589513,Luxury safaris are changing — here's what affluent travelers want now https://t.co/Ei1XliWB9R
CNBC,20402945,1879725292610043969,"Can ChatGPT find ‘hidden gems’ for trips in Europe? Yes, if you use these prompts https://t.co/Ay9oT9Tr8T"
CNBC,20402945,1879721510081814905,Here's how the American Red Cross makes money from donated blood https://t.co/VoN2rn6gMq
CNBC,20402945,1879710358723612747,How luxury giant LVMH built a recession-proof empire https://t.co/neHCBloRoX
Cokedupoptions,1289342590299512832,1876119617716077044,@KollegeKidd I (98) don’t care
Cokedupoptions,1289342590299512832,1871220297472360469,@BrandersonTN @ingelramdecoucy You should feel ashamed of yourself. Quit spreading fake news.
Cokedupoptions,1289342590299512832,1871219949500522980,"RT @ingelramdecoucy: The world's most beautiful town and city during Christmas ~ A Thread🧵
 
1. Gary, Indiana 🇺🇸 https://t.co/eblpmS5qQP"
Cokedupoptions,1289342590299512832,1870166607437135982,"RT @FoundersReveal: The most dangerous 5 words in the English language are a VC saying ""These contract terms are standard"""
Cokedupoptions,1289342590299512832,1868372004652417234,@BetFakeMarkets No this is real I took the picture
Cokedupoptions,1289342590299512832,1868369619519709473,"“Ok now tweet the same Gary, Indiana joke” https://t.co/ZlS9gwRe85"
